,ID,Address,Post Date,Quarter,Year,District,Price (billion VND),Area (m2),Property Type,Direction,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
13645,17143,"Vinh Tuy, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,3.1,39.0,nha rieng,,,,,,,Not provided,,
13646,17144,"Yen Hoa, Cau Giay, Ha Noi",2019-05-15,2,2019,cau giay,7.7,34.0,nha rieng,,,,,,,Not provided,,
13647,17145,"Ton That Tung, Khuong Thuong, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,2.5,30.0,nha rieng,,6.0,3.0,2.0,3.0,1.0,Yes,,
13648,17146,"Bach Mai, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,4.2,,nha rieng,,,,,,,Not provided,,
13649,17147,"Tan Mai, Tan Mai, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,1.9,2.0,nha rieng,,,,,,,Yes,,
13650,17148,"Yen So, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,3.0,40.0,nha rieng,,,,,,,Not provided,,
13651,17149,"Phan Đinh Giot, Phuong Liet, Thanh Xuan, Ha Noi",2019-05-15,2,2019,thanh xuan,3.1,34.0,nha rieng,,5.0,4.0,5.0,3.0,1.0,Yes,,
13652,17150,"Trieu Khuc, Thanh Xuan Nam, Thanh Xuan, Ha Noi",2019-05-15,2,2019,thanh xuan,1.7,20.0,nha rieng,,,,,,,Not provided,,
13653,17151,"Hoang Hoa Tham, Cong Vi, Ba Đinh, Ha Noi",2019-05-15,2,2019,ba đinh,4.17,41.0,nha rieng,,5.0,,3.0,,1.0,Yes,,
13654,17152,"Lieu Giai, Ba Đinh, Ha Noi",2019-05-15,2,2019,ba đinh,9.0,65.0,nha rieng,Bac,3.0,3.0,4.0,3.0,1.0,Yes,,
13655,17153,"Hoang Van Thai, Khuong Mai, Thanh Xuan, Ha Noi",2019-05-15,2,2019,thanh xuan,7.3,68.0,nha rieng,,4.0,,7.0,4.0,,Yes,,
13656,17154,"Cau Den, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,1.9,28.0,nha rieng,,,,4.0,,,Yes,,
13657,17156,"Lo Đuc, Pham Đinh Ho, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,4.2,48.0,nha rieng,,4.0,3.0,3.0,3.0,3.0,Yes,,
13658,17157,"Quan Hoa, Cau Giay, Ha Noi",2019-05-15,2,2019,cau giay,7.8,38.0,nha rieng,Tay Nam,4.0,3.0,4.0,3.0,1.0,Yes,,
13659,17158,"Tay ho, Đoi Can, Ba Đinh, Ha Noi",2019-05-15,2,2019,ba đinh,16.0,95.0,nha rieng,Khong xac đinh,1.0,1.0,7.0,1.0,1.0,Yes,,
13660,17159,"Bach Mai, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,1.15,28.0,nha rieng,Đong Bac,1.0,1.0,2.0,1.0,1.0,Yes,,
13661,17160,"Thai Thinh, Thinh Quang, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,3.4,38.0,nha rieng,,,,,,,Yes,,
13662,17161,"Đuong Trung Van, Trung Van, Bac Tu Liem, Ha Noi",2019-05-15,2,2019,,5.35,54.0,nha rieng,,5.0,4.0,,,,Yes,,
13663,17162,"Nguyen Luong Bang, Quang Trung, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,3.2,32.0,nha rieng,,,,,,,Not provided,,
13664,17163,"Tay ho, Đoi Can, Ba Đinh, Ha Noi",2019-05-15,2,2019,ba đinh,16.0,95.0,nha rieng,Khong xac đinh,1.0,1.0,7.0,1.0,1.0,Yes,,
13665,17165,"Lo Đuc, Đong Mac, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,2.1,60.0,nha rieng,,,,,,,Not provided,,
13666,17166,"Xuan Đinh, Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-15,2,2019,,2.6,3.0,nha rieng,,5.0,4.0,,3.0,1.0,Yes,,
13667,17167,"Tran Khat Chan, Cau Den, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,3.55,38.0,nha rieng,,,,,,,Not provided,,
13668,17168,"Trung Hoa, Cau Giay, Ha Noi",2019-05-15,2,2019,cau giay,3.2,33.0,nha rieng,,,,,,,Yes,,
13669,17169,"Bac Tu Liem, Ha Noi",2019-05-15,2,2019,,2.2,50.0,nha rieng,Đong Nam,,,3.0,,,Yes,,
13670,17171,"Đoi Can, Ngoc Ha, Ba Đinh, Ha Noi",2019-05-15,2,2019,ba đinh,2.7,30.0,nha rieng,,,,,,,Not provided,,
13671,17172,"Tran Xuan Soan, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,8.2,39.0,nha rieng,,5.0,,4.0,4.0,1.0,Yes,,
13672,17173,Ha Noi,2019-05-15,2,2019,,0.53,53.0,nha rieng,,3.0,3.0,,3.0,1.0,Yes,10.823132130593086,106.68007649933622
13673,17174,"Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,3.45,41.0,nha rieng,,,,,,,Not provided,,
13674,17175,"Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,2.95,33.0,nha rieng,,,,,,,Not provided,,
13675,17176,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-15,2,2019,,2.6,35.0,nha rieng,,5.0,4.0,3.0,3.0,1.0,Yes,,
13676,17177,"01, Ton Đuc Thang, Hang Bot, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,2.2,27.0,nha rieng,,,,,,,Yes,,
13677,17178,"Kim Đong, Giap Bat, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,5.3,52.0,nha rieng,,,,,,,Yes,,
13678,17179,"Lang, Lang Ha, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,4.0,48.0,nha rieng,,5.0,4.0,3.0,4.0,2.0,Yes,,
13679,17181,"Lac Long Quan, Xuan La, Tay Ho, Ha Noi",2019-05-15,2,2019,tay ho,6.2,43.0,nha rieng,Bac,5.0,3.0,3.0,3.0,1.0,Yes,,
13680,17184,"Van Mieu, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,3.15,58.0,nha rieng,Khong xac đinh,4.0,3.0,,4.0,1.0,Yes,,
13681,17185,"147, Tan Mai, Tan Mai, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,1.75,24.0,nha rieng,Khong xac đinh,4.0,3.0,3.0,2.0,1.0,Yes,,
13682,17187,"Kim Nguu, Thanh Luong, Hai Ba Trung, Ha Noi",2019-05-15,2,2019,hai ba trung,3.15,,nha rieng,,4.0,,,4.0,,Yes,,
13683,17189,"O Cho Dua, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,3.25,59.0,nha rieng,Khong xac đinh,4.0,3.0,,4.0,1.0,Yes,,
13684,17190,"Nguyen An Ninh, Tuong Mai, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,0.105,55.0,nha rieng,Khong xac đinh,4.0,,,4.0,,Yes,,
13685,17191,"Luong Đinh Cua, Phuong Mai, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,2.1,21.0,nha rieng,,,,,,,Yes,,
13686,17192,"Phuong Liet, Thanh Xuan, Ha Noi",2019-05-15,2,2019,thanh xuan,4.6,45.0,nha rieng,,,,,,,Not provided,,
13687,17195,"Khuong Đinh Thanhh Xuan Ha Noi, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-15,2,2019,thanh xuan,2.95,35.0,nha rieng,Khong xac đinh,1.0,1.0,4.0,1.0,1.0,Yes,,
13688,17196,"Linh Nam, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,2.35,38.0,nha rieng,,,,,,,Not provided,,
13689,17197,"Hao Nam, O Cho Dua, Đong Đa, Ha Noi",2019-05-15,2,2019,đong đa,3.2,45.0,nha rieng,Khong xac đinh,4.0,2.0,4.0,4.0,1.0,Yes,,
13690,17198,"Giai Phong, Hoang Liet, Hoang Mai, Ha Noi",2019-05-15,2,2019,hoang mai,4.8,62.0,nha rieng,,,,,,,Yes,,
13691,17199,"Cau Den, Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,1.88,17.0,nha rieng,Khong xac đinh,6.0,4.0,,3.0,1.0,Yes,,
13692,17200,"Khuong Đinh Thanhh Xuan Ha Noi, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,2.95,40.0,nha rieng,Khong xac đinh,4.0,4.0,4.0,4.0,1.0,Yes,,
13693,17201,"Ton Đuc Thang, Hang Bot, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,2.9,30.0,nha rieng,,5.0,,,3.0,,Yes,,
13694,17202,"Phuong Mai, Phuong Mai, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,2.1,21.0,nha rieng,,5.0,,4.0,3.0,,Yes,,
13695,17203,"Giai Phong, Giap Bat, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,2.5,34.0,nha rieng,Khong xac đinh,3.0,,3.0,,1.0,Yes,,
13696,17204,"Khuong Đinh Thanhh Xuan Ha Noi, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,2.95,40.0,nha rieng,Khong xac đinh,1.0,1.0,4.0,1.0,1.0,Yes,,
13697,17205,"Tan Mai, Tan Mai, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,1.95,2.0,nha rieng,,,,,,,Yes,,
13698,17207,"Minh Khai, Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,3.2,38.0,nha rieng,,,,,,,Not provided,,
13699,17208,"Đoi Can, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,4.5,45.0,nha rieng,,,,,,,Not provided,,
13700,17209,"Phuong Xuan Đinh, Quan Bac Tu Liem, Ha Noi, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-16,2,2019,,2.35,35.0,nha rieng,,5.0,4.0,3.0,3.0,1.0,Yes,,
13701,17210,"Phuong Xuan Đinh, Quan Bac Tu Liem, Ha Noi, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-16,2,2019,,2.6,35.0,nha rieng,,5.0,4.0,,3.0,1.0,Yes,,
13702,17211,"Truc Bach, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,0.8,10.0,nha rieng,Nam,3.0,2.0,3.0,2.0,1.0,Yes,,
13703,17215,"Mai Đong, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,0.55,17.0,nha rieng,Nam,1.0,1.0,4.0,1.0,1.0,Yes,,
13704,17217,"Trung Liet, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,1.3,15.0,nha rieng,Tay Nam,3.0,1.0,,2.0,,Yes,,
13705,17218,"Lang Thuong, Lang Thuong, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,7.0,51.0,nha rieng,,4.0,,3.0,4.0,1.0,Yes,,
13706,17219,"15, Phuong Mai, Phuong Mai, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,2.75,26.1,nha rieng,Nam,4.0,3.0,,2.0,1.0,Yes,,
13707,17221,"Phan Ke Binh, Cong Vi, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,2.65,30.0,nha rieng,Đong,4.0,3.0,2.0,2.0,1.0,Yes,,
13708,17222,"Đang Van Ngu, Nam Đong, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,3.2,33.0,nha rieng,Đong Bac,3.0,2.0,3.0,3.0,1.0,Yes,,
13709,17223,"Truong Đinh, Giap Bat, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,3.4,58.0,nha rieng,,4.0,,,,,Yes,,
13710,17224,"Phuong Liet, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,0.92,50.0,nha rieng,Đong Nam,,1.0,6.0,1.0,,Yes,,
13711,17225,"Khuong Trung, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,3.7,35.0,nha rieng,Khong xac đinh,5.0,,4.0,3.0,,Yes,,
13712,17226,"Khuong Trung, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,6.6,,nha rieng,,,,,,,Not provided,,
13713,17227,"Vinh Tuy, Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,1.59,87.0,nha rieng,,3.0,2.0,,2.0,,Yes,,
13714,17228,"Cat Linh, Hang Bot, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,5.0,45.0,nha rieng,Đong Nam,4.0,4.0,3.0,4.0,1.0,Yes,,
13715,17229,"Hang Bot, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,3.6,33.0,nha rieng,Khong xac đinh,5.0,4.0,3.0,3.0,1.0,Yes,,
13716,17230,"Khuong Đinh Thanhh Xuan Ha Noi, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,2.95,35.0,nha rieng,Khong xac đinh,1.0,1.0,4.0,1.0,1.0,Yes,,
13717,17231,"Hao Nam, O Cho Dua, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,3.2,45.0,nha rieng,Khong xac đinh,4.0,2.0,4.0,4.0,1.0,Yes,,
13718,17232,"Đoi Can, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,5.5,49.0,nha rieng,,4.0,5.0,,5.0,1.0,Yes,,
13719,17234,"Đuong Xuan Đinh, Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-16,2,2019,,2.35,35.0,nha rieng,,5.0,4.0,4.0,3.0,1.0,Yes,,
13720,17235,"Lac Long Quan, Buoi, Tay Ho, Ha Noi",2019-05-16,2,2019,tay ho,2.68,35.0,nha rieng,,4.0,3.0,,2.0,1.0,Yes,,
13721,17236,"Đuong Kim Giang, Đai Kim, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,3.4,55.0,nha rieng,,4.0,,3.0,4.0,,Yes,,
13722,17239,"Pho Phung Chi Kien, Quan Hoa, Cau Giay, Ha Noi",2019-05-16,2,2019,cau giay,3.6,30.0,nha rieng,,,,,,,Not provided,,
13723,17240,"Van Cao, Lieu Giai, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,2.35,35.0,nha rieng,,,,,,,Not provided,,
13724,17241,"Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,1.5,35.0,nha rieng,Đong Bac,,1.0,7.0,2.0,1.0,Yes,,
13725,17242,"Hao Nam, O Cho Dua, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,4.99,45.0,nha rieng,Đong Nam,4.0,3.0,10.0,4.0,1.0,Yes,,
13726,17243,"Tran Đien, Đinh Cong, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,5.3,42.0,nha rieng,Tay Nam,,,,,,Yes,,
13727,17244,"Quan Nhan, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,2.48,32.0,nha rieng,Khong xac đinh,5.0,,,,,Yes,,
13728,17245,"Lang, Lang Thuong, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,3.2,31.0,nha rieng,Tay Bac,4.0,3.0,3.0,3.0,1.0,Yes,,
13729,17247,"Trung Liet, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,2.3,80.0,nha rieng,Nam,3.0,2.0,,2.0,,Yes,,
13730,17248,"Khuat Duy Tien, Thanh Xuan Bac, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,6.3,50.0,nha rieng,,4.0,,4.0,4.0,1.0,Yes,,
13731,17249,"Nguyen Ngoc Vu, Trung Hoa, Cau Giay, Ha Noi",2019-05-16,2,2019,cau giay,5.1,50.0,nha rieng,Khong xac đinh,4.0,3.0,2.0,3.0,1.0,Yes,,
13732,17250,"Khuong Trung, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,1.76,34.0,nha rieng,,3.0,,3.0,3.0,,Yes,,
13733,17251,"Thinh Liet, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,2.0,50.0,nha rieng,Nam,1.0,1.0,,1.0,,Yes,,
13734,17253,"Lieu Giai, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,2.6,40.0,nha rieng,Bac,3.0,3.0,,3.0,,Yes,,
13735,17254,"325, Minh Khai, Thanh Luong, Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,2.35,35.0,nha rieng,Đong Bac,4.0,3.0,,3.0,,Yes,,
13736,17255,"Le Van Luong, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,4.9,50.0,nha rieng,,5.0,,3.0,5.0,,Yes,,
13737,17256,"Bac Tu Liem, Ha Noi",2019-05-16,2,2019,,2.7,30.0,nha rieng,Đong Nam,5.0,4.0,,4.0,,Yes,,
13738,17257,"Khuong Mai, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,6.1,52.0,nha rieng,,,,,,,Not provided,,
13739,17258,"ngo 169, Hoang Mai, Hoang Van Thu, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,1.675,20.0,nha rieng,Nam,4.0,4.0,2.0,3.0,1.0,Yes,,
13740,17259,"Vong, Đong Tam, Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,7.7,44.0,nha rieng,,6.0,,,,,Yes,,
13741,17260,"ngo 278, Đai Kim, Hoang Mai, Ha Noi",2019-05-16,2,2019,hoang mai,3.3,45.0,nha rieng,Đong Nam,4.0,3.0,3.0,4.0,1.0,Yes,,
13742,17262,"Giang Vo, Giang Vo, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,2.8,24.0,nha rieng,Khong xac đinh,4.0,,4.0,3.0,4.0,Yes,,
13743,17263,"Buoi, Tay Ho, Ha Noi",2019-05-16,2,2019,tay ho,2.45,32.0,nha rieng,Đong Bac,3.0,2.0,,3.0,,Yes,,
13744,17264,"Giang Vo, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,4.9,45.0,nha rieng,Đong,4.0,3.0,3.0,4.0,1.0,Yes,,
13745,17265,"Đao Tan, Cong Vi, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,3.1,30.0,nha rieng,Khong xac đinh,4.0,4.0,3.0,3.0,2.0,Yes,,
13746,17266,"Khuong Đinh Thanhh Xuan Ha Noi, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,2.95,40.0,nha rieng,Khong xac đinh,4.0,4.0,4.0,4.0,1.0,Yes,,
13747,17267,"Đoi Can, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,4.3,66.0,nha rieng,,,,,,,Yes,,
13748,17268,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-16,2,2019,,2.35,35.0,nha rieng,,5.0,4.0,,3.0,1.0,Yes,,
13749,17269,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-16,2,2019,,2.6,35.0,nha rieng,,5.0,4.0,,3.0,1.0,Yes,,
13750,17270,"Kim Ma, Ngoc Khanh, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,3.1,30.0,nha rieng,Khong xac đinh,4.0,3.0,3.0,3.0,1.0,Yes,,
13751,17271,"Khuong Thuong, Đong Đa, Ha Noi",2019-05-16,2,2019,đong đa,3.2,65.0,nha rieng,,,,,,,Not provided,,
13752,17272,"Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,5.2,63.0,nha rieng,,,,,,,Not provided,,
13753,17273,"268, Đoi Can, Đoi Can, Ba Đinh, Ha Noi",2019-05-16,2,2019,ba đinh,4.5,42.0,nha rieng,Khong xac đinh,4.0,3.0,4.0,4.0,1.0,Yes,,
13754,17274,"Vu Trong Phung, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2019-05-16,2,2019,thanh xuan,2.95,46.0,nha rieng,,,,,,,Not provided,,
13755,17275,"Hong Mai, Bach Mai, Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,4.3,34.0,nha rieng,,,,,,,Not provided,,
13756,17276,"Ngo 582, Minh Khai, Vinh Tuy, Hai Ba Trung, Ha Noi",2019-05-16,2,2019,hai ba trung,2.8,30.0,nha rieng,Tay Nam,3.0,,4.0,2.0,1.0,Yes,,
13757,17277,"Hoang Mai, Hoang Van Thu, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,3.55,40.0,nha rieng,Tay Nam,5.0,4.0,4.0,3.0,1.0,Yes,,
13758,17278,"Nghia Tan, Cau Giay, Ha Noi",2019-05-16,2,2019,cau giay,5.6,46.0,nha rieng,,,,,,,Not provided,,
13759,17279,"Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-16,2,2019,,3.8,67.0,nha rieng,Khong xac đinh,,,,,,Yes,,
13760,17280,"Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-17,2,2019,hai ba trung,3.0,40.0,nha rieng,,,,,,,Not provided,,
13761,17281,"Cau Den, Hai Ba Trung, Ha Noi",2019-05-17,2,2019,hai ba trung,2.6,30.0,nha rieng,Khong xac đinh,1.0,1.0,,1.0,1.0,Yes,,
13762,17282,"Van Bao, Kim Ma, Ba Đinh, Ha Noi",2019-05-17,2,2019,ba đinh,5.2,54.0,nha rieng,Khong xac đinh,5.0,4.0,3.0,4.0,1.0,Yes,,
13763,17283,"Minh Khai, Hai Ba Trung, Ha Noi",2019-05-17,2,2019,hai ba trung,3.1,40.0,nha rieng,,,,,,,Not provided,,
13764,17284,"Bach Mai, Hai Ba Trung, Ha Noi",2019-05-17,2,2019,hai ba trung,3.2,39.0,nha rieng,,,,,,,Not provided,,
13765,17285,"Nguyen Van Troi, Phuong Liet, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,2.69,38.0,nha rieng,,4.0,,,,,Yes,,
13766,17286,"Khuong Đinh Thanhh Xuan Ha Noi, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,2.95,40.0,nha rieng,Khong xac đinh,4.0,4.0,4.0,4.0,1.0,Yes,,
13767,17287,"Quan Hoa, Cau Giay, Ha Noi",2019-05-17,2,2019,cau giay,4.0,46.0,nha rieng,,,,,,,Not provided,,
13768,17288,"Cu Loc, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,6.5,45.0,nha rieng,Khong xac đinh,3.0,2.0,5.0,3.0,1.0,Yes,,
13769,17289,"Chua Lang, Lang Ha, Đong Đa, Ha Noi",2019-05-17,2,2019,đong đa,5.5,50.0,nha rieng,,4.0,,5.0,4.0,,Yes,,
13770,17290,"Bo Đe, Bo Đe, Long Bien, Ha Noi",2019-05-17,2,2019,long bien,3.1,35.0,nha rieng,Tay Bac,,4.0,,4.0,1.0,Not provided,,
13771,17291,"Phuong Xuan Đinh, Quan Bac Tu Liem, Ha Noi, Đuong Xuan Đinh, Xuan Đinh, Bac Tu Liem, Ha Noi",2019-05-17,2,2019,,2.35,35.0,nha rieng,,5.0,4.0,4.0,3.0,1.0,Yes,,
13772,17293,"Hoang Van Thai, Khuong Mai, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,2.95,28.0,nha rieng,Tay Nam,4.0,2.0,2.0,2.0,1.0,Yes,,
13773,17294,"Phuong Lien, Đong Đa, Ha Noi",2019-05-17,2,2019,đong đa,1.3,16.0,nha rieng,,3.0,1.0,,2.0,,Yes,,
13774,17295,"Tay ho, Ba Đinh, Ha Noi",2019-05-17,2,2019,ba đinh,1.96,80.0,nha rieng,Khong xac đinh,1.0,1.0,5.0,1.0,1.0,Yes,,
13775,17296,"O Cho Dua, Đong Đa, Ha Noi",2019-05-17,2,2019,đong đa,7.2,50.0,nha rieng,,4.0,3.0,,4.0,,Yes,,
13776,17297,"O Cho Dua, Đong Đa, Ha Noi",2019-05-17,2,2019,đong đa,7.2,50.0,nha rieng,,4.0,3.0,,4.0,,Yes,,
13777,17299,"Hoang Van Thu, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,3.9,50.0,nha rieng,,,,,,,Not provided,,
13778,17300,"Thanh Cong, Ba Đinh, Ha Noi",2019-05-17,2,2019,ba đinh,1.5,36.0,nha rieng,Nam,3.0,1.0,,1.0,,Yes,,
13779,17301,"Mai Dich, Cau Giay, Ha Noi",2019-05-17,2,2019,cau giay,6.5,50.0,nha rieng,Tay,4.0,3.0,3.0,4.0,1.0,Yes,,
13780,17302,"Tam Trinh, Yen So, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,2.5,5.0,nha rieng,,,,,,,Yes,,
13781,17303,"Cat Linh, Hang Bot, Đong Đa, Ha Noi",2019-05-17,2,2019,đong đa,26.9,63.0,nha rieng,,,4.0,12.5,5.0,1.0,Yes,,
13782,17304,"Tay ho, Tay Ho, Ha Noi",2019-05-17,2,2019,tay ho,10.2,70.0,nha rieng,Khong xac đinh,1.0,1.0,6.0,1.0,1.0,Yes,,
13783,17305,"Hoang Quoc Viet, Nghia Đo, Cau Giay, Ha Noi",2019-05-17,2,2019,cau giay,2.8,32.0,nha rieng,,4.0,3.0,,2.0,1.0,Yes,,
13784,17306,"Đinh Cong Thuong , Đinh Cong, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,3.2,55.0,nha rieng,,4.0,,3.0,4.0,,Yes,,
13785,17307,"Quan Hoa, Cau Giay, Ha Noi",2019-05-17,2,2019,cau giay,3.4,,nha rieng,,,,,,,Not provided,,
13786,17308,"Thai Thinh, Nga Tu So, Đong Đa, Ha Noi",2019-05-17,2,2019,đong đa,6.2,50.0,nha rieng,,,,,,,Not provided,,
13787,17310,"Hoang Van Thu, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,2.8,40.0,nha rieng,,,,,,,Not provided,,
13788,17311,"Vu Trong Phung, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,10.6,71.0,nha rieng,,,,,,,Not provided,,
13789,17312,"Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,3.0,42.0,nha rieng,,4.0,,,3.0,1.0,Yes,,
13790,17313,"To Vinh Dien, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,5.25,48.0,nha rieng,,,,6.0,,,Yes,,
13791,17314,"Ha Đinh, Thanh Xuan, Ha Noi",2019-05-17,2,2019,thanh xuan,5.8,51.0,nha rieng,Bac,5.0,3.0,,6.0,,Yes,,
13792,17315,"Đuong Đinh Cong -Le Trong Tan, Đinh Cong, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,2.9,45.0,nha rieng,,4.0,3.0,3.0,4.0,1.0,Yes,,
13793,17316,"Đuong Đinh Cong -Le Trong Tan, Đinh Cong, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,2.9,45.0,nha rieng,,4.0,3.0,3.0,4.0,1.0,Yes,,
13794,17317,"Truong Đinh, Hai Ba Trung, Ha Noi",2019-05-17,2,2019,hai ba trung,1.9,28.0,nha rieng,Khong xac đinh,5.0,4.0,3.0,3.0,1.0,Yes,,
13795,17318,"Giap Bat, Hoang Mai, Ha Noi",2019-05-17,2,2019,hoang mai,19.0,150.0,nha rieng,Tay Bac,5.0,,,,,Yes,,
